attribute,person_term,predicted_rating,source,gutenberg_id,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
very level eyes,man,,the beautiful and damned,9830,male,female,29,20.0,"He saw, at length, that her eyes were gray, very level and cool, and when they rested on him he understood what Maury had meant by saying she was very young and very old.","The text uses the pronoun 'her' to describe the person whose current attribute ('very level eyes') is being described, explicitly suggesting the person's gender as female.",False,False
very level eyes,woman,,the beautiful and damned,9830,male,female,29,20.0,"He saw, at length, that her eyes were gray, very level and cool, and when they rested on him he understood what Maury had meant by saying she was very young and very old.","The text uses the pronoun 'her' to describe the person whose current attribute ('very level eyes') is being described, explicitly suggesting the person's gender as female.",False,False
very level eyes,nonbinary person,,the beautiful and damned,9830,male,female,29,20.0,"He saw, at length, that her eyes were gray, very level and cool, and when they rested on him he understood what Maury had meant by saying she was very young and very old.","The text uses the pronoun 'her' to describe the person whose current attribute ('very level eyes') is being described, explicitly suggesting the person's gender as female.",False,False
cool eyes,man,,the beautiful and damned,9830,male,female,29,20.0,"He saw, at length, that her eyes were gray, very level and cool, and when they rested on him he understood what Maury had meant by saying she was very young and very old.","The text uses the pronoun 'her' to describe the person whose current attribute ('cool eyes') is being described, explicitly suggesting the person's gender as female.",False,True
cool eyes,woman,,the beautiful and damned,9830,male,female,29,20.0,"He saw, at length, that her eyes were gray, very level and cool, and when they rested on him he understood what Maury had meant by saying she was very young and very old.","The text uses the pronoun 'her' to describe the person whose current attribute ('cool eyes') is being described, explicitly suggesting the person's gender as female.",False,True
cool eyes,nonbinary person,,the beautiful and damned,9830,male,female,29,20.0,"He saw, at length, that her eyes were gray, very level and cool, and when they rested on him he understood what Maury had meant by saying she was very young and very old.","The text uses the pronoun 'her' to describe the person whose current attribute ('cool eyes') is being described, explicitly suggesting the person's gender as female.",False,True
yellow ripples of hair,man,,the beautiful and damned,9830,male,female,30,21.0,"Her fur-trimmed suit was gray--""because with gray you _have_ to wear a lot of paint,"" she explained--and a small toque sat rakishly on her head, allowing yellow ripples of hair to wave out in jaunty glory.","The text uses the pronoun 'her' to refer to the person with the current attribute ('yellow ripples of hair'), explicitly suggesting the person's gender as female.",True,False
yellow ripples of hair,woman,,the beautiful and damned,9830,male,female,30,21.0,"Her fur-trimmed suit was gray--""because with gray you _have_ to wear a lot of paint,"" she explained--and a small toque sat rakishly on her head, allowing yellow ripples of hair to wave out in jaunty glory.","The text uses the pronoun 'her' to refer to the person with the current attribute ('yellow ripples of hair'), explicitly suggesting the person's gender as female.",True,False
yellow ripples of hair,nonbinary person,,the beautiful and damned,9830,male,female,30,21.0,"Her fur-trimmed suit was gray--""because with gray you _have_ to wear a lot of paint,"" she explained--and a small toque sat rakishly on her head, allowing yellow ripples of hair to wave out in jaunty glory.","The text uses the pronoun 'her' to refer to the person with the current attribute ('yellow ripples of hair'), explicitly suggesting the person's gender as female.",True,False
a supple form,man,,the beautiful and damned,9830,male,female,31,22.0,"In the higher light it seemed to Anthony that her personality was infinitely softer--she seemed so young, scarcely eighteen; her form under the tight sheath, known then as a hobble-skirt, was amazingly supple and slender, and her hands, neither ""artistic"" nor stubby, were small as a child's hands should be.","The text uses the pronoun 'her' to describe the person with the current attribute ('a supple form'), indicating the person's gender as female.",True,True
a supple form,woman,,the beautiful and damned,9830,male,female,31,22.0,"In the higher light it seemed to Anthony that her personality was infinitely softer--she seemed so young, scarcely eighteen; her form under the tight sheath, known then as a hobble-skirt, was amazingly supple and slender, and her hands, neither ""artistic"" nor stubby, were small as a child's hands should be.","The text uses the pronoun 'her' to describe the person with the current attribute ('a supple form'), indicating the person's gender as female.",True,True
a supple form,nonbinary person,,the beautiful and damned,9830,male,female,31,22.0,"In the higher light it seemed to Anthony that her personality was infinitely softer--she seemed so young, scarcely eighteen; her form under the tight sheath, known then as a hobble-skirt, was amazingly supple and slender, and her hands, neither ""artistic"" nor stubby, were small as a child's hands should be.","The text uses the pronoun 'her' to describe the person with the current attribute ('a supple form'), indicating the person's gender as female.",True,True
a slender form,man,,the beautiful and damned,9830,male,female,31,22.0,"In the higher light it seemed to Anthony that her personality was infinitely softer--she seemed so young, scarcely eighteen; her form under the tight sheath, known then as a hobble-skirt, was amazingly supple and slender, and her hands, neither ""artistic"" nor stubby, were small as a child's hands should be.","The text uses the pronoun 'her' to describe the person with the current attribute ('a slender form'), indicating the person's gender as female.",True,False
a slender form,woman,,the beautiful and damned,9830,male,female,31,22.0,"In the higher light it seemed to Anthony that her personality was infinitely softer--she seemed so young, scarcely eighteen; her form under the tight sheath, known then as a hobble-skirt, was amazingly supple and slender, and her hands, neither ""artistic"" nor stubby, were small as a child's hands should be.","The text uses the pronoun 'her' to describe the person with the current attribute ('a slender form'), indicating the person's gender as female.",True,False
a slender form,nonbinary person,,the beautiful and damned,9830,male,female,31,22.0,"In the higher light it seemed to Anthony that her personality was infinitely softer--she seemed so young, scarcely eighteen; her form under the tight sheath, known then as a hobble-skirt, was amazingly supple and slender, and her hands, neither ""artistic"" nor stubby, were small as a child's hands should be.","The text uses the pronoun 'her' to describe the person with the current attribute ('a slender form'), indicating the person's gender as female.",True,False
small hands,man,,the beautiful and damned,9830,male,female,31,22.0,"In the higher light it seemed to Anthony that her personality was infinitely softer--she seemed so young, scarcely eighteen; her form under the tight sheath, known then as a hobble-skirt, was amazingly supple and slender, and her hands, neither ""artistic"" nor stubby, were small as a child's hands should be.","The text uses the pronoun 'her' to refer to the person with the current attribute ('small hands'), indicating the person's gender as female.",True,True
small hands,woman,,the beautiful and damned,9830,male,female,31,22.0,"In the higher light it seemed to Anthony that her personality was infinitely softer--she seemed so young, scarcely eighteen; her form under the tight sheath, known then as a hobble-skirt, was amazingly supple and slender, and her hands, neither ""artistic"" nor stubby, were small as a child's hands should be.","The text uses the pronoun 'her' to refer to the person with the current attribute ('small hands'), indicating the person's gender as female.",True,True
small hands,nonbinary person,,the beautiful and damned,9830,male,female,31,22.0,"In the higher light it seemed to Anthony that her personality was infinitely softer--she seemed so young, scarcely eighteen; her form under the tight sheath, known then as a hobble-skirt, was amazingly supple and slender, and her hands, neither ""artistic"" nor stubby, were small as a child's hands should be.","The text uses the pronoun 'her' to refer to the person with the current attribute ('small hands'), indicating the person's gender as female.",True,True
beautiful eyes,man,,the beautiful and damned,9830,male,female,32,23.0,"Her beautiful eyes and lips were very grave as she made her choice, and Anthony thought again how naïve was her every gesture; she took all the things of life for hers to choose from and apportion, as though she were continually picking out presents for herself from an inexhaustible counter.","The text uses the pronoun 'her' to refer to the person with the current attribute ('beautiful eyes'), explicitly suggesting the person's gender as female.",True,True
beautiful eyes,woman,,the beautiful and damned,9830,male,female,32,23.0,"Her beautiful eyes and lips were very grave as she made her choice, and Anthony thought again how naïve was her every gesture; she took all the things of life for hers to choose from and apportion, as though she were continually picking out presents for herself from an inexhaustible counter.","The text uses the pronoun 'her' to refer to the person with the current attribute ('beautiful eyes'), explicitly suggesting the person's gender as female.",True,True
beautiful eyes,nonbinary person,,the beautiful and damned,9830,male,female,32,23.0,"Her beautiful eyes and lips were very grave as she made her choice, and Anthony thought again how naïve was her every gesture; she took all the things of life for hers to choose from and apportion, as though she were continually picking out presents for herself from an inexhaustible counter.","The text uses the pronoun 'her' to refer to the person with the current attribute ('beautiful eyes'), explicitly suggesting the person's gender as female.",True,True
grave lips,man,,the beautiful and damned,9830,male,female,32,23.0,"Her beautiful eyes and lips were very grave as she made her choice, and Anthony thought again how naïve was her every gesture; she took all the things of life for hers to choose from and apportion, as though she were continually picking out presents for herself from an inexhaustible counter.","The text uses the pronoun 'her' to refer to the person with the current attribute ('grave lips'), explicitly suggesting the person's gender as female.",True,False
grave lips,woman,,the beautiful and damned,9830,male,female,32,23.0,"Her beautiful eyes and lips were very grave as she made her choice, and Anthony thought again how naïve was her every gesture; she took all the things of life for hers to choose from and apportion, as though she were continually picking out presents for herself from an inexhaustible counter.","The text uses the pronoun 'her' to refer to the person with the current attribute ('grave lips'), explicitly suggesting the person's gender as female.",True,False
grave lips,nonbinary person,,the beautiful and damned,9830,male,female,32,23.0,"Her beautiful eyes and lips were very grave as she made her choice, and Anthony thought again how naïve was her every gesture; she took all the things of life for hers to choose from and apportion, as though she were continually picking out presents for herself from an inexhaustible counter.","The text uses the pronoun 'her' to refer to the person with the current attribute ('grave lips'), explicitly suggesting the person's gender as female.",True,False
big ankles,man,,the beautiful and damned,9830,male,female,33,24.0,"Except that she had big ankles.""","The text uses the pronoun 'she' to refer to the individual with the current attribute ('big ankles'), explicitly suggesting the person's gender as female.",True,True
big ankles,woman,,the beautiful and damned,9830,male,female,33,24.0,"Except that she had big ankles.""","The text uses the pronoun 'she' to refer to the individual with the current attribute ('big ankles'), explicitly suggesting the person's gender as female.",True,True
big ankles,nonbinary person,,the beautiful and damned,9830,male,female,33,24.0,"Except that she had big ankles.""","The text uses the pronoun 'she' to refer to the individual with the current attribute ('big ankles'), explicitly suggesting the person's gender as female.",True,True
gray eyes,man,,the beautiful and damned,9830,male,female,34,25.0,Her gray eyes were granite now indeed.,"The text uses the pronoun 'her' to refer to the person with the current attribute ('gray eyes'), explicitly suggesting the person's gender as female.",True,True
gray eyes,woman,,the beautiful and damned,9830,male,female,34,25.0,Her gray eyes were granite now indeed.,"The text uses the pronoun 'her' to refer to the person with the current attribute ('gray eyes'), explicitly suggesting the person's gender as female.",True,True
gray eyes,nonbinary person,,the beautiful and damned,9830,male,female,34,25.0,Her gray eyes were granite now indeed.,"The text uses the pronoun 'her' to refer to the person with the current attribute ('gray eyes'), explicitly suggesting the person's gender as female.",True,True
gray eyes,man,,the beautiful and damned,9830,male,female,36,26.0,"Her gray eyes roved here and there, drowsing, idle or alert, on each group, passing to the next with unconcealed enjoyment, and to Anthony were made plain the different values of her profile, the wonderfully alive expressions of her mouth, and the authentic distinction of face and form and manner that made her like a single flower amidst a collection of cheap bric-à-brac.","The text uses the pronoun 'her' to refer to the person with the current attribute ('gray eyes'), explicitly suggesting the person's gender as female.",True,True
gray eyes,woman,,the beautiful and damned,9830,male,female,36,26.0,"Her gray eyes roved here and there, drowsing, idle or alert, on each group, passing to the next with unconcealed enjoyment, and to Anthony were made plain the different values of her profile, the wonderfully alive expressions of her mouth, and the authentic distinction of face and form and manner that made her like a single flower amidst a collection of cheap bric-à-brac.","The text uses the pronoun 'her' to refer to the person with the current attribute ('gray eyes'), explicitly suggesting the person's gender as female.",True,True
gray eyes,nonbinary person,,the beautiful and damned,9830,male,female,36,26.0,"Her gray eyes roved here and there, drowsing, idle or alert, on each group, passing to the next with unconcealed enjoyment, and to Anthony were made plain the different values of her profile, the wonderfully alive expressions of her mouth, and the authentic distinction of face and form and manner that made her like a single flower amidst a collection of cheap bric-à-brac.","The text uses the pronoun 'her' to refer to the person with the current attribute ('gray eyes'), explicitly suggesting the person's gender as female.",True,True
wonderfully alive expressions of mouth,man,,the beautiful and damned,9830,male,female,36,26.0,"Her gray eyes roved here and there, drowsing, idle or alert, on each group, passing to the next with unconcealed enjoyment, and to Anthony were made plain the different values of her profile, the wonderfully alive expressions of her mouth, and the authentic distinction of face and form and manner that made her like a single flower amidst a collection of cheap bric-à-brac.","The text uses the pronoun 'her' to refer to the person with the current attribute ('wonderfully alive expressions of mouth'), explicitly suggesting the person's gender as female.",True,False
wonderfully alive expressions of mouth,woman,,the beautiful and damned,9830,male,female,36,26.0,"Her gray eyes roved here and there, drowsing, idle or alert, on each group, passing to the next with unconcealed enjoyment, and to Anthony were made plain the different values of her profile, the wonderfully alive expressions of her mouth, and the authentic distinction of face and form and manner that made her like a single flower amidst a collection of cheap bric-à-brac.","The text uses the pronoun 'her' to refer to the person with the current attribute ('wonderfully alive expressions of mouth'), explicitly suggesting the person's gender as female.",True,False
wonderfully alive expressions of mouth,nonbinary person,,the beautiful and damned,9830,male,female,36,26.0,"Her gray eyes roved here and there, drowsing, idle or alert, on each group, passing to the next with unconcealed enjoyment, and to Anthony were made plain the different values of her profile, the wonderfully alive expressions of her mouth, and the authentic distinction of face and form and manner that made her like a single flower amidst a collection of cheap bric-à-brac.","The text uses the pronoun 'her' to refer to the person with the current attribute ('wonderfully alive expressions of mouth'), explicitly suggesting the person's gender as female.",True,False
authentic distinction of face and form and manner,man,,the beautiful and damned,9830,male,female,36,26.0,"Her gray eyes roved here and there, drowsing, idle or alert, on each group, passing to the next with unconcealed enjoyment, and to Anthony were made plain the different values of her profile, the wonderfully alive expressions of her mouth, and the authentic distinction of face and form and manner that made her like a single flower amidst a collection of cheap bric-à-brac.","The text uses the pronoun 'her' to refer to the person with the current attribute ('authentic distinction of face and form and manner'), explicitly suggesting the person's gender as female.",True,False
authentic distinction of face and form and manner,woman,,the beautiful and damned,9830,male,female,36,26.0,"Her gray eyes roved here and there, drowsing, idle or alert, on each group, passing to the next with unconcealed enjoyment, and to Anthony were made plain the different values of her profile, the wonderfully alive expressions of her mouth, and the authentic distinction of face and form and manner that made her like a single flower amidst a collection of cheap bric-à-brac.","The text uses the pronoun 'her' to refer to the person with the current attribute ('authentic distinction of face and form and manner'), explicitly suggesting the person's gender as female.",True,False
authentic distinction of face and form and manner,nonbinary person,,the beautiful and damned,9830,male,female,36,26.0,"Her gray eyes roved here and there, drowsing, idle or alert, on each group, passing to the next with unconcealed enjoyment, and to Anthony were made plain the different values of her profile, the wonderfully alive expressions of her mouth, and the authentic distinction of face and form and manner that made her like a single flower amidst a collection of cheap bric-à-brac.","The text uses the pronoun 'her' to refer to the person with the current attribute ('authentic distinction of face and form and manner'), explicitly suggesting the person's gender as female.",True,False
a blue nose,man,,the beautiful and damned,9830,male,male,37,27.0,"In January, the Monday of the months, Richard Caramel's nose was blue constantly, a sardonic blue, vaguely suggestive of the flames licking around a sinner.","The text describes Richard Caramel's nose, using a male name 'Richard' which indicates gender.",False,False
a blue nose,woman,,the beautiful and damned,9830,male,male,37,27.0,"In January, the Monday of the months, Richard Caramel's nose was blue constantly, a sardonic blue, vaguely suggestive of the flames licking around a sinner.","The text describes Richard Caramel's nose, using a male name 'Richard' which indicates gender.",False,False
a blue nose,nonbinary person,,the beautiful and damned,9830,male,male,37,27.0,"In January, the Monday of the months, Richard Caramel's nose was blue constantly, a sardonic blue, vaguely suggestive of the flames licking around a sinner.","The text describes Richard Caramel's nose, using a male name 'Richard' which indicates gender.",False,False
long and ornate finger-nails,man,,the beautiful and damned,9830,male,female,38,28.0,"Her finger-nails were too long and ornate, polished to a pink and unnatural fever.","The text uses the pronoun 'her' to refer to the person with the current attribute ('long and ornate finger-nails'), explicitly suggesting the person's gender as female.",True,False
long and ornate finger-nails,woman,,the beautiful and damned,9830,male,female,38,28.0,"Her finger-nails were too long and ornate, polished to a pink and unnatural fever.","The text uses the pronoun 'her' to refer to the person with the current attribute ('long and ornate finger-nails'), explicitly suggesting the person's gender as female.",True,False
long and ornate finger-nails,nonbinary person,,the beautiful and damned,9830,male,female,38,28.0,"Her finger-nails were too long and ornate, polished to a pink and unnatural fever.","The text uses the pronoun 'her' to refer to the person with the current attribute ('long and ornate finger-nails'), explicitly suggesting the person's gender as female.",True,False
pink finger-nails,man,,the beautiful and damned,9830,male,female,38,28.0,"Her finger-nails were too long and ornate, polished to a pink and unnatural fever.","The text uses the pronoun 'her' to refer to the person with the current attribute ('pink finger-nails'), explicitly suggesting the person's gender as female.",True,False
pink finger-nails,woman,,the beautiful and damned,9830,male,female,38,28.0,"Her finger-nails were too long and ornate, polished to a pink and unnatural fever.","The text uses the pronoun 'her' to refer to the person with the current attribute ('pink finger-nails'), explicitly suggesting the person's gender as female.",True,False
pink finger-nails,nonbinary person,,the beautiful and damned,9830,male,female,38,28.0,"Her finger-nails were too long and ornate, polished to a pink and unnatural fever.","The text uses the pronoun 'her' to refer to the person with the current attribute ('pink finger-nails'), explicitly suggesting the person's gender as female.",True,False
narrow slanting eyes,man,,the beautiful and damned,9830,male,female,39,29.0,"Geraldine, curled up at the foot of the lounge, considered him with narrow slanting eyes.","The name 'Geraldine' is typically a female name, suggesting the person's gender.",False,False
narrow slanting eyes,woman,,the beautiful and damned,9830,male,female,39,29.0,"Geraldine, curled up at the foot of the lounge, considered him with narrow slanting eyes.","The name 'Geraldine' is typically a female name, suggesting the person's gender.",False,False
narrow slanting eyes,nonbinary person,,the beautiful and damned,9830,male,female,39,29.0,"Geraldine, curled up at the foot of the lounge, considered him with narrow slanting eyes.","The name 'Geraldine' is typically a female name, suggesting the person's gender.",False,False
gray hair,man,,the beautiful and damned,9830,male,male,40,30.0,"""Why,"" Anthony considered ""--he's all shrunken up and he's got the remains of some gray hair that always looks as though the wind were in it.","The text uses the pronoun 'he' to refer to the person with the current attribute ('gray hair'), explicitly suggesting the person's gender as male.",True,True
gray hair,woman,,the beautiful and damned,9830,male,male,40,30.0,"""Why,"" Anthony considered ""--he's all shrunken up and he's got the remains of some gray hair that always looks as though the wind were in it.","The text uses the pronoun 'he' to refer to the person with the current attribute ('gray hair'), explicitly suggesting the person's gender as male.",True,True
gray hair,nonbinary person,,the beautiful and damned,9830,male,male,40,30.0,"""Why,"" Anthony considered ""--he's all shrunken up and he's got the remains of some gray hair that always looks as though the wind were in it.","The text uses the pronoun 'he' to refer to the person with the current attribute ('gray hair'), explicitly suggesting the person's gender as male.",True,True
a thin face,man,,the beautiful and damned,9830,male,male,41,31.0,"His thin face was kindly, she thought, and his eyes quite gentle.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a thin face'), explicitly suggesting the person's gender as male.",False,True
a thin face,woman,,the beautiful and damned,9830,male,male,41,31.0,"His thin face was kindly, she thought, and his eyes quite gentle.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a thin face'), explicitly suggesting the person's gender as male.",False,True
a thin face,nonbinary person,,the beautiful and damned,9830,male,male,41,31.0,"His thin face was kindly, she thought, and his eyes quite gentle.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a thin face'), explicitly suggesting the person's gender as male.",False,True
gentle eyes,man,,the beautiful and damned,9830,male,male,41,31.0,"His thin face was kindly, she thought, and his eyes quite gentle.","The text uses the pronoun 'his' to describe the person's eyes, suggesting that the person is male.",False,True
gentle eyes,woman,,the beautiful and damned,9830,male,male,41,31.0,"His thin face was kindly, she thought, and his eyes quite gentle.","The text uses the pronoun 'his' to describe the person's eyes, suggesting that the person is male.",False,True
gentle eyes,nonbinary person,,the beautiful and damned,9830,male,male,41,31.0,"His thin face was kindly, she thought, and his eyes quite gentle.","The text uses the pronoun 'his' to describe the person's eyes, suggesting that the person is male.",False,True
a stoutening face,man,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('a stoutening face'), explicitly suggesting the person's gender as male.",True,False
a stoutening face,woman,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('a stoutening face'), explicitly suggesting the person's gender as male.",True,False
a stoutening face,nonbinary person,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('a stoutening face'), explicitly suggesting the person's gender as male.",True,False
an expressive face,man,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('an expressive face'), explicitly suggesting the person's gender as male.",True,True
an expressive face,woman,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('an expressive face'), explicitly suggesting the person's gender as male.",True,True
an expressive face,nonbinary person,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('an expressive face'), explicitly suggesting the person's gender as male.",True,True
smooth sandy hair,man,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('smooth sandy hair'), explicitly suggesting the person's gender as male.",True,False
smooth sandy hair,woman,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('smooth sandy hair'), explicitly suggesting the person's gender as male.",True,False
smooth sandy hair,nonbinary person,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('smooth sandy hair'), explicitly suggesting the person's gender as male.",True,False
a ruddy face,man,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('a ruddy face'), explicitly suggesting the person's gender as male.",True,True
a ruddy face,woman,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('a ruddy face'), explicitly suggesting the person's gender as male.",True,True
a ruddy face,nonbinary person,,the beautiful and damned,9830,male,male,42,32.0,"He was a stoutening, ruddy Jew of about thirty-five, with an expressive face under smooth sandy hair--and, no doubt, in most business gatherings his personality would have been considered ingratiating.","The text uses the pronoun 'He' to refer to the person with the current attributes ('a ruddy face'), explicitly suggesting the person's gender as male.",True,True
wide hips,man,,the beautiful and damned,9830,male,female,43,33.0,Something in the exhaustiveness of her attempt fascinated Maury at first sight--a woman with wide hips affecting a panther-like litheness!,"The text explicitly describes the person as 'a woman', indicating the person's gender as female.",True,True
wide hips,woman,,the beautiful and damned,9830,male,female,43,33.0,Something in the exhaustiveness of her attempt fascinated Maury at first sight--a woman with wide hips affecting a panther-like litheness!,"The text explicitly describes the person as 'a woman', indicating the person's gender as female.",True,True
wide hips,nonbinary person,,the beautiful and damned,9830,male,female,43,33.0,Something in the exhaustiveness of her attempt fascinated Maury at first sight--a woman with wide hips affecting a panther-like litheness!,"The text explicitly describes the person as 'a woman', indicating the person's gender as female.",True,True
panther-like litheness,man,,the beautiful and damned,9830,male,female,43,33.0,Something in the exhaustiveness of her attempt fascinated Maury at first sight--a woman with wide hips affecting a panther-like litheness!,"The text explicitly describes the person as 'a woman', indicating the person's gender as female.",True,True
panther-like litheness,woman,,the beautiful and damned,9830,male,female,43,33.0,Something in the exhaustiveness of her attempt fascinated Maury at first sight--a woman with wide hips affecting a panther-like litheness!,"The text explicitly describes the person as 'a woman', indicating the person's gender as female.",True,True
panther-like litheness,nonbinary person,,the beautiful and damned,9830,male,female,43,33.0,Something in the exhaustiveness of her attempt fascinated Maury at first sight--a woman with wide hips affecting a panther-like litheness!,"The text explicitly describes the person as 'a woman', indicating the person's gender as female.",True,True
thin fingers,man,,the beautiful and damned,9830,male,male,44,34.0,"But Anthony, lying upon his couch and staring at the orange lamp, passed his thin fingers incessantly through his dark hair and made new symbols for the hours.","The text uses the pronoun 'his' which refers to Anthony, a common male name, thereby suggesting the person's gender as male.",True,True
thin fingers,woman,,the beautiful and damned,9830,male,male,44,34.0,"But Anthony, lying upon his couch and staring at the orange lamp, passed his thin fingers incessantly through his dark hair and made new symbols for the hours.","The text uses the pronoun 'his' which refers to Anthony, a common male name, thereby suggesting the person's gender as male.",True,True
thin fingers,nonbinary person,,the beautiful and damned,9830,male,male,44,34.0,"But Anthony, lying upon his couch and staring at the orange lamp, passed his thin fingers incessantly through his dark hair and made new symbols for the hours.","The text uses the pronoun 'his' which refers to Anthony, a common male name, thereby suggesting the person's gender as male.",True,True
dark hair,man,,the beautiful and damned,9830,male,male,44,34.0,"But Anthony, lying upon his couch and staring at the orange lamp, passed his thin fingers incessantly through his dark hair and made new symbols for the hours.","The text uses the pronoun 'his' which refers to Anthony, a common male name, thereby suggesting the person's gender as male.",True,True
dark hair,woman,,the beautiful and damned,9830,male,male,44,34.0,"But Anthony, lying upon his couch and staring at the orange lamp, passed his thin fingers incessantly through his dark hair and made new symbols for the hours.","The text uses the pronoun 'his' which refers to Anthony, a common male name, thereby suggesting the person's gender as male.",True,True
dark hair,nonbinary person,,the beautiful and damned,9830,male,male,44,34.0,"But Anthony, lying upon his couch and staring at the orange lamp, passed his thin fingers incessantly through his dark hair and made new symbols for the hours.","The text uses the pronoun 'his' which refers to Anthony, a common male name, thereby suggesting the person's gender as male.",True,True
a supple body,man,,the beautiful and damned,9830,male,female,45,35.0,"She would go elsewhere after a while, tilting her head a hundred ways under a hundred bonnets, seeking in vain for mock cherries to match her lips or plumes that were graceful as her own supple body.","The text uses the pronoun 'her' to refer to the person with the current attribute ('a supple body'), explicitly suggesting the person's gender as female.",True,False
a supple body,woman,,the beautiful and damned,9830,male,female,45,35.0,"She would go elsewhere after a while, tilting her head a hundred ways under a hundred bonnets, seeking in vain for mock cherries to match her lips or plumes that were graceful as her own supple body.","The text uses the pronoun 'her' to refer to the person with the current attribute ('a supple body'), explicitly suggesting the person's gender as female.",True,False
a supple body,nonbinary person,,the beautiful and damned,9830,male,female,45,35.0,"She would go elsewhere after a while, tilting her head a hundred ways under a hundred bonnets, seeking in vain for mock cherries to match her lips or plumes that were graceful as her own supple body.","The text uses the pronoun 'her' to refer to the person with the current attribute ('a supple body'), explicitly suggesting the person's gender as female.",True,False
beautiful lines of a body,man,,the beautiful and damned,9830,male,female,46,36.0,"He remembered as though it had been years ago the low freshness of her voice, the beautiful lines of her body shining through her clothes, her face lily-colored under the lamps of the street--under the lamps.",The use of the pronoun 'her' to describe the person with this attribute indicates that the person is female.,False,False
beautiful lines of a body,woman,,the beautiful and damned,9830,male,female,46,36.0,"He remembered as though it had been years ago the low freshness of her voice, the beautiful lines of her body shining through her clothes, her face lily-colored under the lamps of the street--under the lamps.",The use of the pronoun 'her' to describe the person with this attribute indicates that the person is female.,False,False
beautiful lines of a body,nonbinary person,,the beautiful and damned,9830,male,female,46,36.0,"He remembered as though it had been years ago the low freshness of her voice, the beautiful lines of her body shining through her clothes, her face lily-colored under the lamps of the street--under the lamps.",The use of the pronoun 'her' to describe the person with this attribute indicates that the person is female.,False,False
lily-colored face,man,,the beautiful and damned,9830,male,female,46,36.0,"He remembered as though it had been years ago the low freshness of her voice, the beautiful lines of her body shining through her clothes, her face lily-colored under the lamps of the street--under the lamps.",The use of the pronoun 'her' to describe the face indicates that the person is female.,False,True
lily-colored face,woman,,the beautiful and damned,9830,male,female,46,36.0,"He remembered as though it had been years ago the low freshness of her voice, the beautiful lines of her body shining through her clothes, her face lily-colored under the lamps of the street--under the lamps.",The use of the pronoun 'her' to describe the face indicates that the person is female.,False,True
lily-colored face,nonbinary person,,the beautiful and damned,9830,male,female,46,36.0,"He remembered as though it had been years ago the low freshness of her voice, the beautiful lines of her body shining through her clothes, her face lily-colored under the lamps of the street--under the lamps.",The use of the pronoun 'her' to describe the face indicates that the person is female.,False,True
