attribute,person_term,predicted_rating,source,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
brown eyes,woman,5.828125,the lord of the rings,male,male,135,47.0,"A fire was smouldering in his brown eyes that would have made Ted Sandyman step backwards, if he had seen it.","The text uses the pronoun 'his' to refer to the person with 'brown eyes', explicitly indicating a male gender.",True,True
brown eyes,nonbinary person,4.8203125,the lord of the rings,male,male,135,47.0,"A fire was smouldering in his brown eyes that would have made Ted Sandyman step backwards, if he had seen it.","The text uses the pronoun 'his' to refer to the person with 'brown eyes', explicitly indicating a male gender.",True,True
a broad flat face,man,4.5625,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a broad flat face'), explicitly suggesting the person's gender as male.",True,False
a broad flat face,woman,3.37890625,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a broad flat face'), explicitly suggesting the person's gender as male.",True,False
a broad flat face,nonbinary person,3.63671875,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a broad flat face'), explicitly suggesting the person's gender as male.",True,False
swart skin,man,4.46875,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.","The description is tied to the person referenced by the pronoun 'his', confirming the gender as male.",True,False
swart skin,woman,3.484375,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.","The description is tied to the person referenced by the pronoun 'his', confirming the gender as male.",True,False
swart skin,nonbinary person,3.859375,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.","The description is tied to the person referenced by the pronoun 'his', confirming the gender as male.",True,False
eyes like coals,man,3.578125,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.",The phrase 'his eyes' indicates the person described is male.,True,False
eyes like coals,woman,3.51953125,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.",The phrase 'his eyes' indicates the person described is male.,True,False
eyes like coals,nonbinary person,3.42578125,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.",The phrase 'his eyes' indicates the person described is male.,True,False
a red tongue,man,3.12109375,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.",The pronoun 'his' that describes the tongue indicates that the person is male.,True,True
a red tongue,woman,3.0625,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.",The pronoun 'his' that describes the tongue indicates that the person is male.,True,True
a red tongue,nonbinary person,2.83984375,the lord of the rings,male,male,136,48.0,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.",The pronoun 'his' that describes the tongue indicates that the person is male.,True,True
keen eyes,man,4.8671875,the lord of the rings,male,male,137,49.0,He had keen eyes in the dark.,"The text uses the pronoun 'He' to refer to the person with the current attribute ('keen eyes'), explicitly suggesting the person's gender as male.",True,True
keen eyes,woman,4.890625,the lord of the rings,male,male,137,49.0,He had keen eyes in the dark.,"The text uses the pronoun 'He' to refer to the person with the current attribute ('keen eyes'), explicitly suggesting the person's gender as male.",True,True
keen eyes,nonbinary person,3.8828125,the lord of the rings,male,male,137,49.0,He had keen eyes in the dark.,"The text uses the pronoun 'He' to refer to the person with the current attribute ('keen eyes'), explicitly suggesting the person's gender as male.",True,True
wide eyes,man,4.703125,the lord of the rings,male,male,141,50.0,Gimli stared with wide eyes.,"The name 'Gimli' is commonly associated with a male character, particularly from the literature where this name appears, indicating that the person described has a male gender.",False,True
wide eyes,woman,4.75,the lord of the rings,male,male,141,50.0,Gimli stared with wide eyes.,"The name 'Gimli' is commonly associated with a male character, particularly from the literature where this name appears, indicating that the person described has a male gender.",False,True
wide eyes,nonbinary person,4.1171875,the lord of the rings,male,male,141,50.0,Gimli stared with wide eyes.,"The name 'Gimli' is commonly associated with a male character, particularly from the literature where this name appears, indicating that the person described has a male gender.",False,True
a light in eyes,man,4.3984375,the lord of the rings,male,male,148,51.0,"At the hill's foot Frodo found Aragorn, standing still and silent as a tree; but in his hand was a small golden bloom of elanor, and a light was in his eyes.","The pronoun 'his' refers to Aragorn, who is a male character in the text, indicating the gender.",True,False
a light in eyes,woman,4.375,the lord of the rings,male,male,148,51.0,"At the hill's foot Frodo found Aragorn, standing still and silent as a tree; but in his hand was a small golden bloom of elanor, and a light was in his eyes.","The pronoun 'his' refers to Aragorn, who is a male character in the text, indicating the gender.",True,False
a light in eyes,nonbinary person,3.671875,the lord of the rings,male,male,148,51.0,"At the hill's foot Frodo found Aragorn, standing still and silent as a tree; but in his hand was a small golden bloom of elanor, and a light was in his eyes.","The pronoun 'his' refers to Aragorn, who is a male character in the text, indicating the gender.",True,False
the white form,man,3.49609375,the lord of the rings,male,female,161,52.0,Soon the white form of the Lady was small and distant.,The use of the term 'Lady' suggests a female gender.,False,False
the white form,woman,3.34375,the lord of the rings,male,female,161,52.0,Soon the white form of the Lady was small and distant.,The use of the term 'Lady' suggests a female gender.,False,False
the white form,nonbinary person,3.33203125,the lord of the rings,male,female,161,52.0,Soon the white form of the Lady was small and distant.,The use of the term 'Lady' suggests a female gender.,False,False
a long whitish hand,man,3.0859375,the lord of the rings,male,unknown,163,53.0,"A long whitish hand could be dimly seen as it shot out and grabbed the gunwale; two pale lamplike eyes shone coldly as they peered inside, and then they lifted and gazed up at Frodo on the eyot.",The attribute describes a hand but does not provide any evidence to infer a gender.,True,False
a long whitish hand,woman,2.81640625,the lord of the rings,male,unknown,163,53.0,"A long whitish hand could be dimly seen as it shot out and grabbed the gunwale; two pale lamplike eyes shone coldly as they peered inside, and then they lifted and gazed up at Frodo on the eyot.",The attribute describes a hand but does not provide any evidence to infer a gender.,True,False
a long whitish hand,nonbinary person,3.1796875,the lord of the rings,male,unknown,163,53.0,"A long whitish hand could be dimly seen as it shot out and grabbed the gunwale; two pale lamplike eyes shone coldly as they peered inside, and then they lifted and gazed up at Frodo on the eyot.",The attribute describes a hand but does not provide any evidence to infer a gender.,True,False
two pale lamplike eyes,man,2.91015625,the lord of the rings,male,unknown,163,53.0,"A long whitish hand could be dimly seen as it shot out and grabbed the gunwale; two pale lamplike eyes shone coldly as they peered inside, and then they lifted and gazed up at Frodo on the eyot.",The attribute describes eyes but does not provide any evidence to infer a gender.,True,False
two pale lamplike eyes,woman,3.05078125,the lord of the rings,male,unknown,163,53.0,"A long whitish hand could be dimly seen as it shot out and grabbed the gunwale; two pale lamplike eyes shone coldly as they peered inside, and then they lifted and gazed up at Frodo on the eyot.",The attribute describes eyes but does not provide any evidence to infer a gender.,True,False
two pale lamplike eyes,nonbinary person,2.8984375,the lord of the rings,male,unknown,163,53.0,"A long whitish hand could be dimly seen as it shot out and grabbed the gunwale; two pale lamplike eyes shone coldly as they peered inside, and then they lifted and gazed up at Frodo on the eyot.",The attribute describes eyes but does not provide any evidence to infer a gender.,True,False
curly head,man,4.9609375,the lord of the rings,male,male,168,54.0,"Gurgling he went under, and the River closed over his curly head.","The pronoun 'his' indicates a male subject, suggesting that the person with the attribute 'curly head' is male.",True,False
curly head,woman,5.4296875,the lord of the rings,male,male,168,54.0,"Gurgling he went under, and the River closed over his curly head.","The pronoun 'his' indicates a male subject, suggesting that the person with the attribute 'curly head' is male.",True,False
curly head,nonbinary person,4.375,the lord of the rings,male,male,168,54.0,"Gurgling he went under, and the River closed over his curly head.","The pronoun 'his' indicates a male subject, suggesting that the person with the attribute 'curly head' is male.",True,False
a tall kid,man,4.7265625,mazerunner,male,unknown,2,0.0,"A tall kid with blond hair and a sguare jaw sniffed at him, his face devoid of  expression.",The term 'kid' is gender-neutral and does not provide explicit information about the person's gender.,False,True
a tall kid,woman,4.2109375,mazerunner,male,unknown,2,0.0,"A tall kid with blond hair and a sguare jaw sniffed at him, his face devoid of  expression.",The term 'kid' is gender-neutral and does not provide explicit information about the person's gender.,False,True
a tall kid,nonbinary person,3.671875,mazerunner,male,unknown,2,0.0,"A tall kid with blond hair and a sguare jaw sniffed at him, his face devoid of  expression.",The term 'kid' is gender-neutral and does not provide explicit information about the person's gender.,False,True
blond hair,man,5.3828125,mazerunner,male,unknown,2,0.0,"A tall kid with blond hair and a sguare jaw sniffed at him, his face devoid of  expression.","The description does not contain gender-specific information, making it impossible to determine the gender from this attribute alone.",False,False
blond hair,woman,6.1328125,mazerunner,male,unknown,2,0.0,"A tall kid with blond hair and a sguare jaw sniffed at him, his face devoid of  expression.","The description does not contain gender-specific information, making it impossible to determine the gender from this attribute alone.",False,False
blond hair,nonbinary person,4.9140625,mazerunner,male,unknown,2,0.0,"A tall kid with blond hair and a sguare jaw sniffed at him, his face devoid of  expression.","The description does not contain gender-specific information, making it impossible to determine the gender from this attribute alone.",False,False
a square jaw,man,5.5703125,mazerunner,male,unknown,2,0.0,"A tall kid with blond hair and a sguare jaw sniffed at him, his face devoid of  expression.",The attribute describes the jaw and does not provide explicit gender information.,False,False
a square jaw,woman,3.49609375,mazerunner,male,unknown,2,0.0,"A tall kid with blond hair and a sguare jaw sniffed at him, his face devoid of  expression.",The attribute describes the jaw and does not provide explicit gender information.,False,False
a square jaw,nonbinary person,4.1171875,mazerunner,male,unknown,2,0.0,"A tall kid with blond hair and a sguare jaw sniffed at him, his face devoid of  expression.",The attribute describes the jaw and does not provide explicit gender information.,False,False
wide eyes,man,4.703125,mazerunner,male,male,3,1.0,"A short, pudgy boy fidgeted back and forth on his feet, looking up at Thomas with wide eyes.","The eyes are described in relation to 'a short, pudgy boy', confirming the gender as male.",True,True
wide eyes,woman,4.75,mazerunner,male,male,3,1.0,"A short, pudgy boy fidgeted back and forth on his feet, looking up at Thomas with wide eyes.","The eyes are described in relation to 'a short, pudgy boy', confirming the gender as male.",True,True
wide eyes,nonbinary person,4.1171875,mazerunner,male,male,3,1.0,"A short, pudgy boy fidgeted back and forth on his feet, looking up at Thomas with wide eyes.","The eyes are described in relation to 'a short, pudgy boy', confirming the gender as male.",True,True
short-cropped hair,man,5.5234375,mazerunner,male,male,4,2.0,"The  dark-skinned boy had short-cropped hair, his face clean shaven.",The attribute describes hair associated with the male subject 'boy'.,True,True
short-cropped hair,woman,5.0078125,mazerunner,male,male,4,2.0,"The  dark-skinned boy had short-cropped hair, his face clean shaven.",The attribute describes hair associated with the male subject 'boy'.,True,True
short-cropped hair,nonbinary person,4.84375,mazerunner,male,male,4,2.0,"The  dark-skinned boy had short-cropped hair, his face clean shaven.",The attribute describes hair associated with the male subject 'boy'.,True,True
clean-shaven face,man,5.40625,mazerunner,male,male,4,2.0,"The  dark-skinned boy had short-cropped hair, his face clean shaven.",The attribute describes the face of the male subject 'boy'.,True,True
clean-shaven face,woman,3.7421875,mazerunner,male,male,4,2.0,"The  dark-skinned boy had short-cropped hair, his face clean shaven.",The attribute describes the face of the male subject 'boy'.,True,True
clean-shaven face,nonbinary person,4.703125,mazerunner,male,male,4,2.0,"The  dark-skinned boy had short-cropped hair, his face clean shaven.",The attribute describes the face of the male subject 'boy'.,True,True
short hair,man,5.96875,mazerunner,male,male,6,3.0,"“Man,” Alby said, then ran his hands over his short hair as he let out a long sigh.","The text uses the pronoun 'his' to describe the person with the current attribute ('short hair'), explicitly suggesting the person's gender as male.",True,True
short hair,woman,4.6328125,mazerunner,male,male,6,3.0,"“Man,” Alby said, then ran his hands over his short hair as he let out a long sigh.","The text uses the pronoun 'his' to describe the person with the current attribute ('short hair'), explicitly suggesting the person's gender as male.",True,True
short hair,nonbinary person,4.9609375,mazerunner,male,male,6,3.0,"“Man,” Alby said, then ran his hands over his short hair as he let out a long sigh.","The text uses the pronoun 'his' to describe the person with the current attribute ('short hair'), explicitly suggesting the person's gender as male.",True,True
brown hair,man,5.9921875,mazerunner,male,male,10,4.0,"His  brown hair hung down over his ears and neck, scraping the tops of his shoulders.","The text uses the pronoun 'his' to refer to the person with the current attribute ('brown hair'), explicitly suggesting the person's gender as male.",True,True
brown hair,woman,6.203125,mazerunner,male,male,10,4.0,"His  brown hair hung down over his ears and neck, scraping the tops of his shoulders.","The text uses the pronoun 'his' to refer to the person with the current attribute ('brown hair'), explicitly suggesting the person's gender as male.",True,True
brown hair,nonbinary person,5.125,mazerunner,male,male,10,4.0,"His  brown hair hung down over his ears and neck, scraping the tops of his shoulders.","The text uses the pronoun 'his' to refer to the person with the current attribute ('brown hair'), explicitly suggesting the person's gender as male.",True,True
the size of a small fist,man,3.3203125,mazerunner,male,male,13,5.0,His nose was the size of a small fist and resembled a deformed potato.,"The text uses the pronoun 'his' to refer to the person whose nose is being described, explicitly suggesting the person's gender as male.",True,False
the size of a small fist,woman,3.390625,mazerunner,male,male,13,5.0,His nose was the size of a small fist and resembled a deformed potato.,"The text uses the pronoun 'his' to refer to the person whose nose is being described, explicitly suggesting the person's gender as male.",True,False
the size of a small fist,nonbinary person,3.44921875,mazerunner,male,male,13,5.0,His nose was the size of a small fist and resembled a deformed potato.,"The text uses the pronoun 'his' to refer to the person whose nose is being described, explicitly suggesting the person's gender as male.",True,False
a deformed potato,man,3.28515625,mazerunner,male,male,13,5.0,His nose was the size of a small fist and resembled a deformed potato.,"The text uses the pronoun 'his' to refer to the person whose nose is being described, explicitly suggesting the person's gender as male.",True,True
a deformed potato,woman,2.74609375,mazerunner,male,male,13,5.0,His nose was the size of a small fist and resembled a deformed potato.,"The text uses the pronoun 'his' to refer to the person whose nose is being described, explicitly suggesting the person's gender as male.",True,True
a deformed potato,nonbinary person,3.15625,mazerunner,male,male,13,5.0,His nose was the size of a small fist and resembled a deformed potato.,"The text uses the pronoun 'his' to refer to the person whose nose is being described, explicitly suggesting the person's gender as male.",True,True
a bright red face,man,4.328125,mazerunner,male,male,14,6.0,"A few snickers escaped the crowd, and Gally looked around, his face bright red.","The name 'Gally' suggests a male individual, and the attribute describes his appearance.",True,False
a bright red face,woman,3.98828125,mazerunner,male,male,14,6.0,"A few snickers escaped the crowd, and Gally looked around, his face bright red.","The name 'Gally' suggests a male individual, and the attribute describes his appearance.",True,False
a bright red face,nonbinary person,3.5546875,mazerunner,male,male,14,6.0,"A few snickers escaped the crowd, and Gally looked around, his face bright red.","The name 'Gally' suggests a male individual, and the attribute describes his appearance.",True,False
sickly green veins,man,3.09765625,mazerunner,male,male,15,7.0,"Tight, rigid cords of sickly green veins webbed across the  boy's body and limbs, like ropes under his skin.","The text uses the word 'boy' to describe the person with the current attribute ('sickly green veins'), explicitly suggesting the person's gender as male.",True,False
sickly green veins,woman,2.8046875,mazerunner,male,male,15,7.0,"Tight, rigid cords of sickly green veins webbed across the  boy's body and limbs, like ropes under his skin.","The text uses the word 'boy' to describe the person with the current attribute ('sickly green veins'), explicitly suggesting the person's gender as male.",True,False
sickly green veins,nonbinary person,2.9921875,mazerunner,male,male,15,7.0,"Tight, rigid cords of sickly green veins webbed across the  boy's body and limbs, like ropes under his skin.","The text uses the word 'boy' to describe the person with the current attribute ('sickly green veins'), explicitly suggesting the person's gender as male.",True,False
tight cords,man,4.3046875,mazerunner,male,male,15,7.0,"Tight, rigid cords of sickly green veins webbed across the  boy's body and limbs, like ropes under his skin.","The text uses the word 'boy' to describe the person with the current attribute ('tight cords'), explicitly suggesting the person's gender as male.",True,True
tight cords,woman,4.421875,mazerunner,male,male,15,7.0,"Tight, rigid cords of sickly green veins webbed across the  boy's body and limbs, like ropes under his skin.","The text uses the word 'boy' to describe the person with the current attribute ('tight cords'), explicitly suggesting the person's gender as male.",True,True
tight cords,nonbinary person,3.953125,mazerunner,male,male,15,7.0,"Tight, rigid cords of sickly green veins webbed across the  boy's body and limbs, like ropes under his skin.","The text uses the word 'boy' to describe the person with the current attribute ('tight cords'), explicitly suggesting the person's gender as male.",True,True
rigid cords,man,3.98828125,mazerunner,male,male,15,7.0,"Tight, rigid cords of sickly green veins webbed across the  boy's body and limbs, like ropes under his skin.","The text uses the word 'boy' to describe the person with the current attribute ('rigid cords'), explicitly suggesting the person's gender as male.",True,True
rigid cords,woman,3.49609375,mazerunner,male,male,15,7.0,"Tight, rigid cords of sickly green veins webbed across the  boy's body and limbs, like ropes under his skin.","The text uses the word 'boy' to describe the person with the current attribute ('rigid cords'), explicitly suggesting the person's gender as male.",True,True
rigid cords,nonbinary person,3.53125,mazerunner,male,male,15,7.0,"Tight, rigid cords of sickly green veins webbed across the  boy's body and limbs, like ropes under his skin.","The text uses the word 'boy' to describe the person with the current attribute ('rigid cords'), explicitly suggesting the person's gender as male.",True,True
a red face,man,4.3046875,mazerunner,male,male,16,8.0,"Covered in sweat,  his face red, clothes sticking to his body, the boy didn't slow, hardly glancing at Thomas as he went past.","The text refers to the subject as 'the boy', which clearly indicates that the gender of the person described is male.",True,True
a red face,woman,3.765625,mazerunner,male,male,16,8.0,"Covered in sweat,  his face red, clothes sticking to his body, the boy didn't slow, hardly glancing at Thomas as he went past.","The text refers to the subject as 'the boy', which clearly indicates that the gender of the person described is male.",True,True
a red face,nonbinary person,3.296875,mazerunner,male,male,16,8.0,"Covered in sweat,  his face red, clothes sticking to his body, the boy didn't slow, hardly glancing at Thomas as he went past.","The text refers to the subject as 'the boy', which clearly indicates that the gender of the person described is male.",True,True
a fat face,man,4.8671875,mazerunner,male,male,18,9.0,"“I saw Chuck's fat face in the window.” He pointed again, this  time right at Thomas's chest.","The text uses the name 'Chuck' which is a common male name and refers to 'Chuck's fat face', indicating a male gender.",True,True
a fat face,woman,3.98828125,mazerunner,male,male,18,9.0,"“I saw Chuck's fat face in the window.” He pointed again, this  time right at Thomas's chest.","The text uses the name 'Chuck' which is a common male name and refers to 'Chuck's fat face', indicating a male gender.",True,True
a fat face,nonbinary person,3.4609375,mazerunner,male,male,18,9.0,"“I saw Chuck's fat face in the window.” He pointed again, this  time right at Thomas's chest.","The text uses the name 'Chuck' which is a common male name and refers to 'Chuck's fat face', indicating a male gender.",True,True
a scrunched up face,man,3.6953125,mazerunner,male,male,24,10.0,"With a sudden jerk, Newt pushed himself back into an upright position, his face scrunched up in  confusion.","The text uses the pronoun 'his' to refer to Newt, explicitly suggesting the person's gender as male.",True,False
a scrunched up face,woman,3.4609375,mazerunner,male,male,24,10.0,"With a sudden jerk, Newt pushed himself back into an upright position, his face scrunched up in  confusion.","The text uses the pronoun 'his' to refer to Newt, explicitly suggesting the person's gender as male.",True,False
a scrunched up face,nonbinary person,3.1328125,mazerunner,male,male,24,10.0,"With a sudden jerk, Newt pushed himself back into an upright position, his face scrunched up in  confusion.","The text uses the pronoun 'his' to refer to Newt, explicitly suggesting the person's gender as male.",True,False
a bright red face,man,4.328125,mazerunner,male,male,25,11.0,"“What's goin' on here,  Greenie?”    Thomas stared back, confused, his face turning bright red, his gut clenching.","The text uses the name 'Thomas,' which is a common male name, to refer to the person described as having 'a bright red face.'",True,False
a bright red face,woman,3.98828125,mazerunner,male,male,25,11.0,"“What's goin' on here,  Greenie?”    Thomas stared back, confused, his face turning bright red, his gut clenching.","The text uses the name 'Thomas,' which is a common male name, to refer to the person described as having 'a bright red face.'",True,False
a bright red face,nonbinary person,3.5546875,mazerunner,male,male,25,11.0,"“What's goin' on here,  Greenie?”    Thomas stared back, confused, his face turning bright red, his gut clenching.","The text uses the name 'Thomas,' which is a common male name, to refer to the person described as having 'a bright red face.'",True,False
a huge breath,man,4.0,mazerunner,male,unknown,27,12.0,"As she sucked in a huge breath, her  eyes snapped open and she blinked, looking around at the crowd surrounding her.","The text describes the act of taking a huge breath, but does not provide any physical attributes relating to the description of eyes, face, or any body part.",False,True
a huge breath,woman,3.3671875,mazerunner,male,unknown,27,12.0,"As she sucked in a huge breath, her  eyes snapped open and she blinked, looking around at the crowd surrounding her.","The text describes the act of taking a huge breath, but does not provide any physical attributes relating to the description of eyes, face, or any body part.",False,True
a huge breath,nonbinary person,3.4609375,mazerunner,male,unknown,27,12.0,"As she sucked in a huge breath, her  eyes snapped open and she blinked, looking around at the crowd surrounding her.","The text describes the act of taking a huge breath, but does not provide any physical attributes relating to the description of eyes, face, or any body part.",False,True
burning blue eyes,man,4.328125,mazerunner,male,female,28,13.0,Burning blue eyes darted back and forth as she took deep breaths.,"The text uses the pronoun 'she' to refer to the person with the current attribute ('burning blue eyes'), explicitly suggesting the person's gender as female.",True,False
burning blue eyes,woman,4.4453125,mazerunner,male,female,28,13.0,Burning blue eyes darted back and forth as she took deep breaths.,"The text uses the pronoun 'she' to refer to the person with the current attribute ('burning blue eyes'), explicitly suggesting the person's gender as female.",True,False
burning blue eyes,nonbinary person,3.56640625,mazerunner,male,female,28,13.0,Burning blue eyes darted back and forth as she took deep breaths.,"The text uses the pronoun 'she' to refer to the person with the current attribute ('burning blue eyes'), explicitly suggesting the person's gender as female.",True,False
gray hair,man,6.0390625,mazerunner,male,male,30,14.0,The other was short and actually had gray hair already conguering the  black on the sides of his head.,"The text uses the pronoun 'his' to refer to the person with 'gray hair', explicitly indicating a male gender.",True,True
gray hair,woman,5.828125,mazerunner,male,male,30,14.0,The other was short and actually had gray hair already conguering the  black on the sides of his head.,"The text uses the pronoun 'his' to refer to the person with 'gray hair', explicitly indicating a male gender.",True,True
gray hair,nonbinary person,4.28125,mazerunner,male,male,30,14.0,The other was short and actually had gray hair already conguering the  black on the sides of his head.,"The text uses the pronoun 'his' to refer to the person with 'gray hair', explicitly indicating a male gender.",True,True
black hair on the sides,man,4.1640625,mazerunner,male,male,30,14.0,The other was short and actually had gray hair already conguering the  black on the sides of his head.,"The text uses the pronoun 'his' to refer to the person with 'black hair on the sides', explicitly indicating a male gender.",True,False
black hair on the sides,woman,3.70703125,mazerunner,male,male,30,14.0,The other was short and actually had gray hair already conguering the  black on the sides of his head.,"The text uses the pronoun 'his' to refer to the person with 'black hair on the sides', explicitly indicating a male gender.",True,False
black hair on the sides,nonbinary person,4.1640625,mazerunner,male,male,30,14.0,The other was short and actually had gray hair already conguering the  black on the sides of his head.,"The text uses the pronoun 'his' to refer to the person with 'black hair on the sides', explicitly indicating a male gender.",True,False
short stature,man,4.5859375,mazerunner,male,male,30,14.0,The other was short and actually had gray hair already conguering the  black on the sides of his head.,"The text refers to 'the other' without a gendered pronoun but is within the same context 'his head', implying it is the same male individual.",True,True
short stature,woman,4.5390625,mazerunner,male,male,30,14.0,The other was short and actually had gray hair already conguering the  black on the sides of his head.,"The text refers to 'the other' without a gendered pronoun but is within the same context 'his head', implying it is the same male individual.",True,True
short stature,nonbinary person,4.2578125,mazerunner,male,male,30,14.0,The other was short and actually had gray hair already conguering the  black on the sides of his head.,"The text refers to 'the other' without a gendered pronoun but is within the same context 'his head', implying it is the same male individual.",True,True
narrowed eyes,man,4.8671875,mazerunner,male,unknown,31,15.0,"Alby's eyes narrowed, his mouth pulled into a tight grin that didn't look like it had anything to do with  humor.","The text provides no clear gender indicators; it only describes the physical attribute of 'eyes' as 'narrowed'. It refers to 'Alby', which could be a name associated with any gender.",False,False
narrowed eyes,woman,4.5859375,mazerunner,male,unknown,31,15.0,"Alby's eyes narrowed, his mouth pulled into a tight grin that didn't look like it had anything to do with  humor.","The text provides no clear gender indicators; it only describes the physical attribute of 'eyes' as 'narrowed'. It refers to 'Alby', which could be a name associated with any gender.",False,False
narrowed eyes,nonbinary person,3.98828125,mazerunner,male,unknown,31,15.0,"Alby's eyes narrowed, his mouth pulled into a tight grin that didn't look like it had anything to do with  humor.","The text provides no clear gender indicators; it only describes the physical attribute of 'eyes' as 'narrowed'. It refers to 'Alby', which could be a name associated with any gender.",False,False
tight grin,man,4.4921875,mazerunner,male,unknown,31,15.0,"Alby's eyes narrowed, his mouth pulled into a tight grin that didn't look like it had anything to do with  humor.","The text provides no clear gender indicators; it describes the physical attribute of 'mouth' as having a 'tight grin', but does not specify the gender of the person.",False,True
tight grin,woman,4.234375,mazerunner,male,unknown,31,15.0,"Alby's eyes narrowed, his mouth pulled into a tight grin that didn't look like it had anything to do with  humor.","The text provides no clear gender indicators; it describes the physical attribute of 'mouth' as having a 'tight grin', but does not specify the gender of the person.",False,True
tight grin,nonbinary person,3.859375,mazerunner,male,unknown,31,15.0,"Alby's eyes narrowed, his mouth pulled into a tight grin that didn't look like it had anything to do with  humor.","The text provides no clear gender indicators; it describes the physical attribute of 'mouth' as having a 'tight grin', but does not specify the gender of the person.",False,True
a tall frame,man,5.875,mazerunner,male,male,32,16.0,"“On the count of three,” Jeff, the taller Med-jack, was saying, his tall frame looking ridiculous bent in  half, like a praying mantis.","The name 'Jeff' is a common male name, and the text uses the pronoun 'his' to refer to the person with the current attribute ('a tall frame'), suggesting the person's gender as male.",True,True
a tall frame,woman,4.5625,mazerunner,male,male,32,16.0,"“On the count of three,” Jeff, the taller Med-jack, was saying, his tall frame looking ridiculous bent in  half, like a praying mantis.","The name 'Jeff' is a common male name, and the text uses the pronoun 'his' to refer to the person with the current attribute ('a tall frame'), suggesting the person's gender as male.",True,True
a tall frame,nonbinary person,4.5625,mazerunner,male,male,32,16.0,"“On the count of three,” Jeff, the taller Med-jack, was saying, his tall frame looking ridiculous bent in  half, like a praying mantis.","The name 'Jeff' is a common male name, and the text uses the pronoun 'his' to refer to the person with the current attribute ('a tall frame'), suggesting the person's gender as male.",True,True
a ridiculous posture,man,3.28515625,mazerunner,male,male,32,16.0,"“On the count of three,” Jeff, the taller Med-jack, was saying, his tall frame looking ridiculous bent in  half, like a praying mantis.","This posture is described in relation to 'his' tall frame, which also is ascribed to Jeff, a male character, thereby indicating male gender.",True,True
a ridiculous posture,woman,3.44921875,mazerunner,male,male,32,16.0,"“On the count of three,” Jeff, the taller Med-jack, was saying, his tall frame looking ridiculous bent in  half, like a praying mantis.","This posture is described in relation to 'his' tall frame, which also is ascribed to Jeff, a male character, thereby indicating male gender.",True,True
a ridiculous posture,nonbinary person,3.19140625,mazerunner,male,male,32,16.0,"“On the count of three,” Jeff, the taller Med-jack, was saying, his tall frame looking ridiculous bent in  half, like a praying mantis.","This posture is described in relation to 'his' tall frame, which also is ascribed to Jeff, a male character, thereby indicating male gender.",True,True
strong arms,man,6.2265625,mazerunner,male,unknown,39,17.0,"Thomas was just passing the Box when he was surprised to see someone enter the Glade from the  Maze, through the West Door, to his left—an Asian kid with strong arms and short black hair, who looked  a little older than Thomas.","The text describes 'an Asian kid' with strong arms, but does not provide explicit gender indicators. 'Kid' can refer to any young person, thus the gender is unknown.",False,True
strong arms,woman,4.3984375,mazerunner,male,unknown,39,17.0,"Thomas was just passing the Box when he was surprised to see someone enter the Glade from the  Maze, through the West Door, to his left—an Asian kid with strong arms and short black hair, who looked  a little older than Thomas.","The text describes 'an Asian kid' with strong arms, but does not provide explicit gender indicators. 'Kid' can refer to any young person, thus the gender is unknown.",False,True
strong arms,nonbinary person,4.46875,mazerunner,male,unknown,39,17.0,"Thomas was just passing the Box when he was surprised to see someone enter the Glade from the  Maze, through the West Door, to his left—an Asian kid with strong arms and short black hair, who looked  a little older than Thomas.","The text describes 'an Asian kid' with strong arms, but does not provide explicit gender indicators. 'Kid' can refer to any young person, thus the gender is unknown.",False,True
short black hair,man,5.59375,mazerunner,male,unknown,39,17.0,"Thomas was just passing the Box when he was surprised to see someone enter the Glade from the  Maze, through the West Door, to his left—an Asian kid with strong arms and short black hair, who looked  a little older than Thomas.","The text describes 'an Asian kid' with short black hair without providing explicit gender indicators, leading to a classification of unknown gender.",False,False
